Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-9.1669E-19,-0.0006188,0.01308,0,0,0,0.38246,0.00043672,-5.14E-21,-6.9161E-21,0.00045103,-7.29E-07,0.00083789,0,0,0,0,0,0,package://dofnine8/meshes/base_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://dofnine8/meshes/base_link.STL,,底座70-2,coord0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Link1,4.2686E-10,-0.0063042,0.08991,0,0,0,1.0794,0.0020879,-3.8162E-10,-1.4826E-10,0.0019142,6.1066E-07,0.0016041,0,0,0,0,0,0,package://dofnine8/meshes/Link1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://dofnine8/meshes/Link1.STL,,S轴50-1,coord0,rotz1,joint1,revolute,0,0,0,0,0,0,base_link,0,0,1,100,3,-3.14,3.14,,,,,,,,
Link2,-0.21001,-6.7298E-12,0.11992,0,0,0,2.5593,0.0045543,9.5236E-10,5.851E-07,0.097115,7.8875E-13,0.096147,0,0,0,0,0,0,package://dofnine8/meshes/Link2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://dofnine8/meshes/Link2.STL,,S轴50-2;S轴50-4;下臂45-1,coord1,rotz2,joint2,revolute,0,0,0.09,1.5708,0,0,Link1,0,0,1,100,3,-3.14,3.14,,,,,,,,
Link3,-0.2583,8.9889E-08,0.002554,0,0,0,1.1711,0.0016101,-1.4711E-08,-0.00077549,0.030627,2.7892E-08,0.030394,0,0,0,0,0,0,package://dofnine8/meshes/Link3.STL,1,1,1,1,0,0,0,0,0,0,package://dofnine8/meshes/Link3.STL,,弯头45-1;上臂40-1;R-B-T轴-1,coord2,rotz3,joint3,revolute,-0.42,0,0,0,0,0,Link2,0,0,1,100,3,-3.14,3.14,,,,,,,,
Link4,-1.2298E-09,-0.00011006,-0.094386,0,0,0,0.58201,0.0007618,4.4791E-11,1.4963E-11,0.00056434,-3.5959E-07,0.00068944,0,0,0,0,0,0,package://dofnine8/meshes/Link4.STL,1,1,1,1,0,0,0,0,0,0,package://dofnine8/meshes/Link4.STL,,R-B-T轴-3,coord3,rotz4,joint4,revolute,-0.4,0,0,3.1416,0,3.1416,Link3,0,0,1,100,3,-3.14,3.14,,,,,,,,
Link5,-1.1025E-09,-0.00087677,0.093939,0,0,0,0.53907,0.00070005,-3.7536E-11,-2.8082E-11,0.00054563,2.8643E-06,0.00062916,0,0,0,0,0,0,package://dofnine8/meshes/Link5.STL,1,1,1,1,0,0,0,0,0,0,package://dofnine8/meshes/Link5.STL,,T轴-1,coord4,rotz5,joint5,revolute,0,0,-0.1,-1.5708,0,-3.1416,Link4,0,0,1,100,3,-3.14,3.14,,,,,,,,
Link6,-2.58E-09,-2.58E-09,0.071586,0,0,0,0.025232,6.4705E-06,1.3384E-19,-5.7487E-13,6.4705E-06,-5.7487E-13,5.076E-06,0,0,0,0,0,0,package://dofnine8/meshes/Link6.STL,1,1,1,1,0,0,0,0,0,0,package://dofnine8/meshes/Link6.STL,,套筒-1,coord5,rotz6,joint6,revolute,0,0,0.1,-1.5708,0,0,Link5,0,0,1,100,3,-3.14,3.14,,,,,,,,
Link7,3.1885E-09,-2.9817E-08,-0.29766,0,0,0,0.18362,0.0052429,-2.891E-13,-1.4282E-10,0.0052429,1.3378E-09,9.233E-06,0,0,0,0,0,0,package://dofnine8/meshes/Link7.STL,1,1,1,1,0,0,0,0,0,0,package://dofnine8/meshes/Link7.STL,,长杆0-1,coord6,tanslz7,joint7,prismatic,0,0,0.1,0,0,0,Link6,0,0,1,100,3,0.01,0.5,,,,,,,,
Link8,0.02193,5.5058E-08,5.6072E-09,0,0,0,0.01445,7.2584E-07,-2.2296E-11,-2.3185E-12,4.3215E-06,-3.8711E-14,4.4679E-06,0,0,0,0,0,0,package://dofnine8/meshes/Link8.STL,1,1,1,1,0,0,0,0,0,0,package://dofnine8/meshes/Link8.STL,,长杆1-1,coord7,rotz8,joint8,revolute,0,0,0,1.5708,0,0,Link7,0,0,-1,100,3,-3.14,3.14,,,,,,,,
Link9,0.020749,-2.7756E-17,2.7756E-17,0,0,0,0.014228,6.8999E-07,8.2522E-22,-4.2303E-20,3.5414E-06,1.2149E-21,3.6563E-06,0,0,0,0,0,0,package://dofnine8/meshes/Link9.STL,1,1,1,1,0,0,0,0,0,0,package://dofnine8/meshes/Link9.STL,,长杆2-1,coord8,rotz9,joint9,revolute,0.05,0,0,-1.5708,0,0,Link8,0,0,1,100,3,-3.14,3.14,,,,,,,,
gripper,-0.029251,-2.6021E-17,-2.498E-16,0,0,0,0.014228,6.8999E-07,8.2522E-22,-4.2303E-20,3.5414E-06,1.2099E-21,3.6563E-06,0,0,0,0,0,0,package://dofnine8/meshes/gripper.STL,1,1,1,1,0,0,0,0,0,0,package://dofnine8/meshes/gripper.STL,,长杆2-1,coord9,,gripper,fixed,0.05,0,0,0,0,0,Link9,0,0,0,,,,,,,,,,,,
